review,sentiment
"the items are complete. shipped out immediately and order ko ng 11.11, 11.13 dumating na. thank youuu. this is so fast. komportable gamitin at soft ang tela.",3
sulit maganda nagustuhan ng kapatid ko definitely will buy again thank you seller satisfied customer here,3
okay ung item maganda at mukhang walang leak. angtagal lang na ship out pero oks,4
amoy rubber nakabili ako dati ng inspired perfumes pero ang bango at oil based.. pag bukas pa lng ibang amoy ang bumungad sakin .. disappointed!,1
"maganda at nagustuhan ni mrs ganda'ng ganda at yun ganado,tyak mabibinyagan uhhmm.nyway tnx sa seller at rider and lazada,",3
di ko to nareceivee tatlong items inorder q kulang ng isaaa dalawaaa lng narecieve ko!!,1
maganda at malambot very affordable!! hindi kagaya ng dati kong binili na flat nito ang tigas sa paa!!! thanks seller bilis pa ng shipping!!,3
"sobrang nkkdisspoint un wallpaper nyo., napakanipis. tapos un binuksan un parcel ang dami n nyang ukab ukab dahil sa kanipisan nun item, tapos un ginamit na tape pandikit un portion na un ndi na nagamit. hindi naman ako 1stym na umorder ng wallpaper pro un ngaun ang pangit tlga.,",1
"i'm so dissapointed to this product,plum yung order ko so akala ko dark color, pero yung dumating pink na ewan. di bumagay, tapus akala ko din ,matagal mawala or matanggal. pero ibabad mo n 30 mins sa lips mo, but still nabura parin.expectation vs. reality..",1
"goods yung item kaso nga lang ung foam nya sa loob medyo na ipit ata and na di form. but anyway good product! second time kong omorder but still, it didn't disappoint me",4
no way im coming back .very bad service..the steak burrito wasn't even properly cooked..wag kayo kumain dito.,1
bilis dumating super kaso ampanget nung packaging halos bukas na yung box tapos nagsstuck dun sa clip yong bottom part nong lens pero ayos naman siguro waha thanks,4
matagal. na deliver pero ung the best is legit ung tumbler ang mura ko lng sya nkuha ang laki pala nito im very satisfied customer goods lhat ng order ko pati. ung mask. and wipes dn thank yyou sure n oorder ako. ulit,3
"kaka full lang, nilagay sa pocket, then check the time lowbat na agad",2
been wanting to have this shoes and finally i have it. medyo fit lang talaga para sa mga malalaki ang paa pero kaya naman. i would suggest to have the laces change kasi medyo bitin yung sintas. all in all it was perfectly delivered at a right time and its,3
super nice saktong saka sa baby ko. thank you so much seller!,3
ok nmn ang quality disappointed lg dahil d pare pareho ang pag cut hirap mag pantay pantay,4
yes sirrrrrr ok lng pwede na sana maging fav color nyo ung purple,4
maganda ung design kaso maliit pala ung item hndi pala malaki sa personal super disappointed,1
ang hirap lang idikit. pero ok naman. mabilis din dumating. mga 3days after dumating na din. 2nd order ko na sa shop na to,4
beer okay staff okay overall ayos naman ang naging experience ko dito sa food 4 stars ako pero since by the bay siya may instances n umulan o umambon since mayroon tables sa labas dapat handa sila pag umambon sana may lona man lang pantikip upang d mabasa,4
bago kayo mah ship ng item make sure na okay ang product ninyo para hindi masayang ang bayad!! mag bibigay kayo ung sira!!!,1
what the heck bakit ganto ang liit so disappointed for this store,1
hindi gaanong malakas yung hangin but for its price and maliit lang sya kaya okay naman na,4
bakit naman po nakalubog yung pindutan agad? nakaka disappoint. excited pa naman po ako tapos ganto,1
legit yung noise cancellation. medyo mahina lang yung mic pag gamit ko sa instagram. haven't tried sa other apps yet. sound quality is sooo good. lalo na if may setting ka na dolby atmos sa phone.,3
10/10 gandaaaa ng quality order ulit ako,3
hanggang ngayon di parin nag rerefund dun sa kulang na square pants. ipapabalik pa sakin yung items wala o kulang nga yung pinadala.,1
"not yet tested di ko pa nasusubukan, pero gaya ng review ng iba, hindi talaga ng babalot ng bubble wrap ang seller, sana gumagana. pero kung ako tatanungin mag isip muna bago bumili nito.",1
"thank you po,,ang ganda po ng quality....",3
salamat sa new mouse seller i ordered again so satisfied,3
ganda ng shoes and it's so comfy,3
dapat 1 star lang to eh kasi 3 sa items na inorder ko iba naman design nung dumating kaso cute naman kaya sige 5 star na lang,4
"worth the purchase for the ammount of 120 pesos, not bad na sa quality and design. very elegant looking",3
mali ang kulay wala ung plum red at cherry lang haissssssstttt ung dati ko pinag orderan tama magbigay ng order ung color,1
"mganda sana yung sapatos kaso d nman kau sumusunod s tamang size, order q size 36 bingay nyo size 37 ang laki tuloy ng sukat ggmitin p nman ng anak q sa school.",1
maganda sya at makapal. mali lang ako ng nabiling size. photos not related.,3
"grabe i ordered it dec 26, dumating january 07, excited ako gamitin pag dating hindi nag cconnect left side faded pa, so dissapointed...",1
ikaw na ang bahala humusga. eto yung expectation versus reality.,1
puro mousepad panget pa yung dalawa demonslayer lang maganda,1
mali naman yung kulay na pinadala gray order pinadla pam babae pabo sususot ng baby kuyon pang girl,1
okay manipus yun pants yun parang masisira agad... yun shirt na binili ko yun napili ko plain colored yun binigay haynako ewan ko kung nagbabasa or sadya lang talaga... manipis mga product nila ayaw ko ng quality ng jagging pants nila pero pwede na rin sa price niya,1
"exactly as it looks like on the photo haven't tried it yet but it's super cute. perfect para sa mga kagaya kong laging naka smol bag. oks din sya pag binuksan, di ganon kaliit.",3
"smooth coz it's liquid lol video not related. i've read some reviews and it's says that it's no longer the same compared before. i guess that was true. i could no longer smell the marshmallow scent. is it worth to buy? i think hindi na po. in any case, the",1
"sobrang nipis lang niya so don’t expect na parang uniqlo or h&m ung tela niya and kapal. and for its price, siguro worth it naman. sa hm 990, sa uni 1,290 so dito ka na kung pang everyday use and pang rider. when it comes to packaging, okay naman individually",4
"the quality is just enough for the price. hindi nga lang naka package man lang yung items sa loob, yung mismong plastic na ng j&t ang package nya. walang tag yung underwears, so pano ko malaman kung bago nga. anyway i'm quite satisfied lang.",4
okay naman kaso ma oil sya hirap tuloy ma apply sa lips goods naman kaso ang oily nya medj mahirap sya iapply sa lips kasi d agad agad nadikit,4
"bought this for my car sana kaso meant pala sya sa flat surface. kung pang bed and kutson sa room pwede sya. kaso di sya super pang all around dahil nga sa shape nya. but all in all, its a good buy naman.",4
pang punggos lang pala kala ko pang head band sya. well thanks parin seller at kay kuya rider,4
"black ok sana kaso may ganito sa isang part ng slippers.sana hindi agad mapigtal,chineck po muna sana bago po pinadala.thanks",4
"violet thank you seller! ang cute ng mga design at thank you rin sa mabilis na pag ship lalp na pag couirier ay j&t, nagamit po agad ng anak ko pagpasok sa school thank you po.",3
arte nyo naman shopee ayaw nyo tanggapen sinsabe ko walangya kayo wala namang inulit at simbolo dito . so yon nga mabilis malowbat at matagal icharge mahin pa fan kahit num 3 tas mkang madali masira peke,1
"okey naman ang right light nailaw naman sya kaso may konting gasgas at yung stand may yupi,kita naman sa pictures",4
"ang ganda nya saka ang balot ok sya very safety mabilis ang delivery yong seller na responded pag nagtxt ka sa kanya, complete accessories na din xa,ang galing ng heater kc automatic nag adjust ang temperature hindi muna kailangan mag pindot ng pindot,legit ang seller,ang cute nya sana tumagal,thank you",3
hindi maganda.ang nakuha. swertehan talaga. hindi naga charge. pero ok lng . salamat sa nag deliver at sa seller. more power din po.,4
not good super disappointed ako. 1st time ko mag order sa shop na to & obviously hindi na ko uulit. pala desisyon yung seller.2l gray/black & 850ml green/purple ang order ko pero ito ang mga pinadala. nagmessage ako na mali nareceive kong items last saturday pero until ngayon wala man,1
4/10 patatlong try bago nadeliver. hindi daw aq mareach. upon opening may kawang na part at may mga scratches ang unit. nahangin naman cya kaya it serve its purpose.,4
"hindi flexible, may sira sa bandang charging port, malakas ung tunog ng hangin kahit no. 1 pa lang siya, mabilis malowbat, pero matagal naman magcharge.",1
love the packaging very pigmented.sana lang talaga kapag ginamit ko to maging kamuka mo si anne curtis.,3
hindi na ko bibili ulit sa shopee. sa tiktok na ko bibili. mas mura. free shipping pa.,1
dapat lagyan ng papel kung isisealed sya. kasi kung diretso syang it tape sa item. nasisira po sya.,2
mabilis maiship at maedeliver.. kaso lng ang iba ay deformed. complete naman at correct sizing at colors. pag yellow order mo asahan mo n may dents.. lalo at s34 at 36 oordern mo.. 38 wala poblema like this one.. wala xa dents,4
"need po ng rest ng vacuum, ginamit pa lang po namin ng ng 10-15 minutes. need ipahinga ng 20-30 minutes. (nagbago po yung tunog at di nakahigop)",4
"the item was properly packed and functional. mabigat lang siya ng konti, but it does the job.",3
ang ganda ng quality ng slipper. kahit mura siya comfortable nman siya suotin. actually this is my second time purchasing this product kasi nagustuhan din siya ng parents ko. ang lambot lambot niya kasi sa paa. loving it. will order this again definitely.,3
sobrang hirap humagilap ng waiter para humingi ng order. lahat ng staff nakatalikod sa customer. mabagal na service. take your money somewhere else.,1
"maayos naman at mabilis shipping, pero di ko inexpect na ganun yung item, bluetooth earphones na nga lang na recieve ko, di pa naka sealed. although okay naman yung item, eh sana naman eh mas ginandahan ni seller yung oag bibigay hindi yung mukang gamit na",4
"ang gaganda po ng items thank you seller thank you shopee at thank you rin kay kuya na nagdeliver, sulit talaga ang pera mo dito",3
thank you seller correct item lahat ng pinadala tama ang color at design maganda din ang quality order ako ulit ng payong.. again thanks seller thanks din sa shoppee at sa j&t,3
oily sobrang tapang and then hindi sya kaamoy ng tunay na arianna grande cloud perfume if you're plan to buying this product mag dagdag na kayo original na bilhin nyo kesa dito.,1
"i ordered h&m, i received bench i'm still grateful kasi mura naman",4
"2nd time to order, perfectly fit kasi kay hubby.. fast delivery...thank you seller, shopee and rider..till next order..",3
thank you seller at iningayan mo ang order ko sobrang safe nya.at maayos ng donating sakin..worth it ang pag hihintay...,3
"okay lang naman , kaso lang iba yong kukay sa picture at sa personal. may kunting butas din sya sa gilid.",4
medyo satisfied naman kanina ko lang na received 5days. lag at hang siya minsan at minsan bigla na lang nagba back home. hd yung picture at video nya. mabilis ma fully charged at mabilis din malowbat. medyo mabagal mag download ng apps sa playstore. sana talaga magtagal para hindi nakakapanghinayang.,4
good quality kahit na mura. good fit nagustuhan ko ung comfort habang suot ko xa. ok dn ang packaging nakaplastic ng maayos. fast delivery. salamat ky rider na laging ngdedeliver samin. will buy more again next time. thank you shopee and seller.,3
nag try ako mag chat sa seller pero no response sya kulang ng dalawang mittens yung order ko na suot ko sa anak ko agad ung isa kase badly needed nga nakakadisappoint lng.,1
thank you seller bilis dumating,3
"looks sturdy naman and so nice i am disappointed of how they packed my order, it is not packed securely the handle only has the bubble wrap. poor packaging po, i can suggest to improve how you pack the order of your customers to avoid any damages as the parcel",4
